S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
2535	Call doctor	Emergency	Health	Emergency	Health	E_Health			1
2536	Call hospital	Emergency	Health	Emergency	Health	E_Health			1
2537	Take me to hospital, I need help	Emergency	Health	Emergency	Health	E_Health			1
2538	Take me to doctor I need help	Emergency	Health	Emergency	Health	E_Health			1
2539	I am alone and sick, can't attend doctor, please help me to go see a  doctor	Emergency	Health	Emergency	Health	E_Health			1
2540	Medical emergency with the neighbour	Emergency	Health	Emergency	Health	E_Health			1
2541	Emergency fire in the area	Emergency	Fire	Emergency	Fire	E_Fire			1
2542	Medical emergency people trapped	Emergency	Health	Emergency	Health	E_Health			1
2543	Alert ! Chemical hazard	Emergency	Health	Emergency	Health	E_Health			1
2544	i am having difficulty in breathing,  someone help	Emergency	Health	Emergency	Health	E_Health			1
2545	I am sweating because of low sugar, give me some sweet	Emergency	Health	Emergency	Health	E_Health			1
2546	Breathing problem, please help me quick	Emergency	Health	Emergency	Health	E_Health			1
2547	Having chest pain, please send an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2548	I am bleeding profusely, please call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2549	I am feeling giddiness, please call doctor	Emergency	Health	Emergency	Health	E_Health			1
2550	Severe stomach pain, please call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2551	Met with an accident near XXX, someone help please	Emergency	Health	Emergency	Health	E_Health			1
2552	Emergency ! cal me now !	Emergency	Personal	Emergency	Personal	E_Personal			1
2553	Need medical assistance @ XXX	Emergency	Health	Emergency	Health	E_Health			1
2554	Require first aid kit @ XXX	Emergency	Health	Emergency	Health	E_Health			1
2555	Nose bleeding continuosly, please help	Emergency	Health	Emergency	Health	E_Health			1
2556	I am sick, please help	Emergency	Health	Emergency	Health	E_Health			1
2557	Need medical help, call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2558	Need help, call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2559	Need medical assistance call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2560	Need medical assistance call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2561	Patient critical	Emergency	Health	Emergency	Health	E_Health			1
2562	Patient critical call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2563	Patient criticial call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2564	Call doctor for an emergency	Emergency	Health	Emergency	Health	E_Health			1
2565	Inform ambulance to come immediately	Emergency	Health	Emergency	Health	E_Health			1
2566	Immediate attention required, patient health in danger	Emergency	Health	Emergency	Health	E_Health			1
2567	Immediate attention required, patient health low call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2568	Immediate attention required, patient health low call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2569	Soldier injured during practice, call doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
2570	Pregnant woman needs help , please call XXXXXXXXX asap	Emergency	Health	Emergency	Health	E_Health			1
2571	This person is unconcious please call doctor immedialtely	Emergency	Health	Emergency	Health	E_Health			1
2572	Need a stretcher/wheelchair to help patient to shift to hospital , plz call XXXXXXX	Emergency	Health	Emergency	Health	E_Health			1
2573	Urgently xxx blood required, check with the blood banks	Emergency	Health	Emergency	Health	E_Health			1
2574	Urgently xxx blood required, check with the hospital	Emergency	Health	Emergency	Health	E_Health			1
2575	Call the doctor, as the person is not responding	Emergency	Health	Emergency	Health	E_Health			1
2576	Inform the doctor about the cardiac arrest	Emergency	Health	Emergency	Health	E_Health			1
2577	Call the doctor as he is having a cardiac arrest	Emergency	Health	Emergency	Health	E_Health			1
2578	Money required for the surgery, call parents, urgent	Emergency	Health	Emergency	Health	E_Health			1
2579	Surgery is urgent,  call the doctor	Emergency	Health	Emergency	Health	E_Health			1
2580	Friend met with an accident, needs medical attention immediately	Emergency	Health	Emergency	Health	E_Health			1
2581	Bone fractured, call the ambulance	Emergency	Health	Emergency	Health	E_Health			1
2582	Urgent, my brother's health is critical. Call ambulance ASAP	Emergency	Health	Emergency	Health	E_Health			1
2583	Person collapsed from 1st floor, need doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
2584	Please help, emergency situation	Emergency	Health	Emergency	Health	E_Health			1
2585	Patient fell unconcious, needs immediate assistance	Emergency	Health	Emergency	Health	E_Health			1
2586	Patient fell unconcious call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2587	Patient fell unconcious call ambulance	Emergency	Health	Emergency	Health	E_Health			1
2588	Patient fell unconcious, take him to hospital	Emergency	Health	Emergency	Health	E_Health			1
2589	Severe bleeding, need help	Emergency	Health	Emergency	Health	E_Health			1
2590	Severe bleeding call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2591	Severe bleeding call a doctor	Emergency	Health	Emergency	Health	E_Health			1
2592	Severe bleeding take him/her to hospital	Emergency	Health	Emergency	Health	E_Health			1
2593	Child fallen from x floor, emergency	Emergency	Health	Emergency	Health	E_Health			1
2594	Suicide attempt, call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2595	Suicide attempt take him to hospital	Emergency	Health	Emergency	Health	E_Health			1
2596	Accident, call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2597	Accident patient critical, get an ambulance immediately	Emergency	Health	Emergency	Health	E_Health			1
2598	Accident patient unconcious take him to hospital	Emergency	Health	Emergency	Health	E_Health			1
2599	Building collapse, many people have died, quickly call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2600	Accidental fire, call an ambulance	Emergency	Fire	Emergency	Fire	E_Fire			1
2601	Patient dying please help	Emergency	Health	Emergency	Health	E_Health			1
2602	Patient dying, call an ambulance ASAP	Emergency	Health	Emergency	Health	E_Health			1
2603	Patient unable to breath call an ambulance	Emergency	Health	Emergency	Health	E_Health			1
2604	Urgent critical help required, need a doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
2605	Call an ambulance with doctor available in it, because patient's health is critical	Emergency	Health	Emergency	Health	E_Health			1
2606	Take him to the hospital right now	Emergency	Health	Emergency	Health	E_Health			1
2607	Please provide intensive care till the ambulance arrive	Emergency	Health	Emergency	Health	E_Health			1
2608	Ambulance reached, take him to hopital now, require help	Emergency	Health	Emergency	Health	E_Health			1
2609	Ambulance reached, take him to hopital right now,  call doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
2610	I am not feeling good, can you please call the doctor	Emergency	Health	Emergency	Health	E_Health			1
2611	I am feeling body pain,  please call doctor now	Emergency	Health	Emergency	Health	E_Health			1
2612	The patient's situation is very critical	Emergency	Health	Emergency	Health	E_Health			1
2613	Help help help, I am hurt because of fire, someone please help	Emergency	Fire	Emergency	Health	E_Health			1
2614	Chocking, please take me to hospital	Emergency	Health	Emergency	Health	E_Health			1
2615	Asthma attack, please call doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
2616	Stroke attack, take him to doctor immediatley	Emergency	Health	Emergency	Health	E_Health			1
2617	Patient criticial on road call ambulance right now	Emergency	Health	Emergency	Health	E_Health			1
2618	Ask the doctor to attend the patient right now , he is in a critical situtation	Emergency	Health	Emergency	Health	E_Health			1
2619	Emergency landing, call the ambulance	Emergency	Health	Emergency	Health	E_Health			1
2620	Prepare for medical emergency	Emergency	Health	Emergency	Health	E_Health			1
2621	Difficulty in breathing,  please help	Emergency	Health	Emergency	Health	E_Health			1
2622	Doctor, please come soon, I am felling dizzy	Emergency	Health	Emergency	Health	E_Health			1
2623	Unable to breathe, call the doctor	Emergency	Health	Emergency	Health	E_Health			1
2624	 Report your name, location, phone number, the material spilled and possible injuries, we are sending someone to help you	Emergency	Health	Emergency	Health	E_Health			1
2625	 Assist injured persons. 	Emergency	Health	Emergency	Health	E_Health			1
2626	Isolate contaminated persons	Emergency	Health	Emergency	Health	E_Health			1
2627	Alert Supervisor, the fire is going wild and vacate the whole place immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2628	Call emergency hotline, for health care	Emergency	Health	Emergency	Health	E_Health			1
2629	Bleeding profusely, call an ambulance immediately	Emergency	Health	Emergency	Health	E_Health			1
2645	I am in hospital call me its urgent	Urgent	Call Back	Emergency	Health	E_Health			1
2646	I got injured call me its immediately	Urgent	Call Back	Emergency	Health	E_Health			1
2875	Urgent need for doctors in Train.  Send emergency notification.	Urgent	Call Back	Emergency	Health	E_Health			1
2876	Going to goa for emergency. Call back.	Urgent	Call Back	Emergency	Personal	E_Personal			1
2893	call police; its urgent	Urgent	Call Back	Emergency	Police	E_Police			1
2894	give me a call its urgent	Urgent	Call Back	Emergency	Police	E_Police			1
2895	he called immediate help	Urgent	Call Back	Emergency	Personal	E_Personal			1
2900	I had an accident.  call ambulance immediately	Urgent	Call Back	Emergency	Health	E_Health			1
2903	call ambulance immediately	Urgent	Call Back	Emergency	Health	E_Health			1
2907	Emergency call.	Urgent	Call Back	Emergency	Personal	E_Personal			1
2908	Strucked inside the lift. Need emergency help.	Urgent	Call Back	Emergency	Personal	E_Personal			1
2913	Need to hurry up.	Urgent	Call Back	Emergency	Personal	E_Personal			1
2914	Life is at risk;	Urgent	Call Back	Emergency	Health	E_Health			1
2915	Crime/trouble is happening now;	Urgent	Call Back	Emergency	Police	E_Police			1
2916	Someone is injured or threatened;	Urgent	Call Back	Emergency	Police	E_Police			1
2917	Person committing crime is near;	Urgent	Call Back	Emergency	Police	E_Police			1
2918	There is a fire or people trapped;	Urgent	Call Back	Emergency	Fire	E_fire			1
2919	You need an ambulance urgently;	Urgent	Call Back	Emergency	Health	E_Health			1
2920	Someone is in trouble, or missing, at sea,	Urgent	Call Back	Emergency	Police	E_Police			1
2922	Smoke is coming from that building	Emergency	Fire	Emergency	Fire	E_Fire			1
2923	Fire alarm is activated in the campus, run outside quickly	Emergency	Fire	Emergency	Fire	E_Fire			1
2924	An immediate evacuation is needed from abc apartments since fire is detected	Emergency	Fire	Emergency	Fire	E_Fire			1
2925	Fire is detected in marathahalli area, quick evacuate all people	Emergency	Fire	Emergency	Fire	E_Fire			1
2926	A fire has been reported in your university, we are sending fire brigade	Emergency	Fire	Emergency	Fire	E_Fire			1
2927	There is gas leak and threat of fire in campus, run fast	Emergency	Fire	Emergency	Fire	E_Fire			1
2928	Fire is detected in the techpark, call fire brigade	Emergency	Fire	Emergency	Fire	E_Fire			1
2929	A fire has taken place due to electric short circuit	Emergency	Fire	Emergency	Fire	E_Fire			1
2930	Fire at anand apartments, call fire brigade immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2931	Fire breakout at bus station, immediate need of assistance	Emergency	Fire	Emergency	Fire	E_Fire			1
2932	lets go to gandhi street to help people in evacuating the area, that area is on fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2933	please call to Fire department, the campus is on fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2934	EMERGENCY ALERT!! There is an fire detected in ABC apartments. Please inform the rescue team	Emergency	Fire	Emergency	Fire	E_Fire			1
2935	Attention. This is your [Building Safety Officer, Joe Smith]. A fire has been reported on the [10th floor] of the building. Please evacuate the floor immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2936	Please gather at assembly area ASAP, the fire alarms are activated. Avoid using elevators.	Emergency	Fire	Emergency	Fire	E_Fire			1
2937	A fire has taken place, evacuate immediately, avoid using elevators	Emergency	Fire	Emergency	Fire	E_Fire			1
2938	Someone has surrounded by fire in the 2nd floor, please call the ambulance	Emergency	Fire	Emergency	Fire	E_Fire			1
2939	An Fire accident has been occurred in xy campus. please come voluntarily for help	Emergency	Fire	Emergency	Fire	E_Fire			1
2940	There is an emergency situation in gandhi nagar, many people caught in fire,call the fire brigade and ambulance.	Emergency	Fire	Emergency	Fire	E_Fire			1
2941	An fire accident occured in school bus due to short circuit. lets go there for helping them	Emergency	Fire	Emergency	Fire	E_Fire			1
2945	a small fire is detected , don’t be panic.	Emergency	Fire	Emergency	Fire	E_Fire			1
2946	Fire Emergency Alert!! Smoke is coming from store room. Please call to Fire engine	Emergency	Fire	Emergency	Fire	E_Fire			1
2947	Protest is going on outside. The vehicles are on fire, need immedaite assistance	Emergency	Fire	Emergency	Fire	E_Fire			1
2949	The school is on fire, inform the fire engine and call ambulance	Emergency	Fire	Emergency	Fire	E_Fire			1
2950	Building is surrounded by fire, call to rescue team immediately.	Emergency	Fire	Emergency	Fire	E_Fire			1
2953	Fire in bank, please evacuate the surroundings	Emergency	Fire	Emergency	Fire	E_Fire			1
2954	A company is celebrating the 10th aniversary and suddenly they found fire in the room	Emergency	Fire	Emergency	Fire	E_Fire			1
2955	Hospital is on fire, emergency call fire department	Emergency	Fire	Emergency	Fire	E_Fire			1
2956	I saw smoke coming from my neighbour's home, lets help them to evacuate and call fire service	Emergency	Fire	Emergency	Fire	E_Fire			1
2957	School is on fire, many kids were caught in fire, call the rescue team immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2958	Fire in marathahalli, heavy traffic is there, please avoid the root	Emergency	Fire	Emergency	Fire	E_Fire			1
2959	Send fire rescue team to road no:12, building is on fire here	Emergency	Fire	Emergency	Fire	E_Fire			1
2960	A fire has taken place due to electric short circuit, call fire engine immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2961	fire is spreading, evacuate the area quickly	Emergency	Fire	Emergency	Fire	E_Fire			1
2962	bus is on fire,lets help the people there	Emergency	Fire	Emergency	Fire	E_Fire			1
2964	Next colony is on fire,call the fire department	Emergency	Fire	Emergency	Fire	E_Fire			1
2965	Fire alarm is activated in next apartment, inform to fire service	Emergency	Fire	Emergency	Fire	E_Fire			1
2966	avoid going to road no:11, fire is there	Emergency	Fire	Emergency	Fire	E_Fire			1
2968	That area is on fire, rescue team is helping people, still the situation is out of control	Emergency	Fire	Emergency	Fire	E_Fire			1
2969	Fire at marathahalli, please help in evacuation and call the fire department immediately	Emergency	Fire	Emergency	Fire	E_Fire			1
2970	House is surrounded by fire, call to fire engine and evacuate right now	Emergency	Fire	Emergency	Fire	E_Fire			1
2972	Call to Fire engine(102) now, half the school is on fire	Emergency	Fire	Emergency	Fire	E_Fire			1
2973	My niece has met with an accident ,please call ambulance	Emergency	Health	Emergency	Health	E_Health			1
2974	his blood pressure is critically low, give the medicine immediately	Emergency	Health	Emergency	Health	E_Health			1
2975	he has injured severely, take him to hospital	Emergency	Health	Emergency	Health	E_Health			1
2976	he is bleeding heavily, call the doctor	Emergency	Health	Emergency	Health	E_Health			1
2977	please do the basic first aid quickly, I am bleeding severly	Emergency	Health	Emergency	Health	E_Health			1
2978	there is a medical urgency in the railway station, please call the ambulance immediately	Emergency	Health	Emergency	Health	E_Health			1
2980	call the doctor immediately, he is not feeling very well	Emergency	Health	Emergency	Health	E_Health			1
2981	get these medicines, it's urgent	Emergency	Health	Emergency	Health	E_Health			1
2982	need A+ group blood urgently. Call to this number if you know any one with same blood group	Emergency	Health	Emergency	Health	E_Health			1
2983	he need to undergo heart surgery, its urgent	Emergency	Health	Emergency	Health	E_Health			1
2984	we immediately need to perform the operation	Emergency	Health	Emergency	Health	E_Health			1
2985	your eyes are very red, you need to see a doctor	Emergency	Health	Emergency	Health	E_Health			1
2986	You need to go for MRI scanning urgently	Emergency	Health	Emergency	Health	E_Health			1
2987	please go for  this checkup immediately	Emergency	Health	Emergency	Health	E_Health			1
2988	you need to go for surgery immediately	Emergency	Health	Emergency	Health	E_Health			1
2989	his body temperature is very high, join him in hospital immediately	Emergency	Health	Emergency	Health	E_Health			1
2990	you need heart transplantation	Emergency	Health	Emergency	Health	E_Health			1
2991	Take this syrup in case of cold	Emergency	Health	Emergency	Health	E_Health			1
2993	we can't wait till ambulance come, we should immediately take him to hospital.	Emergency	Health	Emergency	Health	E_Health			1
2995	He needs to get shifted to emergency ward because he needs immediate medical assistance	Emergency	Health	Emergency	Health	E_Health			1
2996	My cousin fell down from first floor, he is bleeding, need to take him to the hospital	Emergency	Health	Emergency	Health	E_Health			1
2997	Some one injured badly here, call the ambulance	Emergency	Health	Emergency	Health	E_Health			1
2998	Need blood for surgery, call to ananth immediately, his blood group is same as patient	Emergency	Health	Emergency	Health	E_Health			1
2999	Suddenly he was unconcious,need to call the doctor	Emergency	Health	Emergency	Health	E_Health			1
3000	Doctors told him to join in sanitorium, he needs complete rest	Emergency	Health	Emergency	Health	E_Health			1
3001	Doctor told me that my cousin need the surgery immeadiately	Emergency	Health	Emergency	Health	E_Health			1
3002	He needs to put on ventilator	Emergency	Health	Emergency	Health	E_Health			1
3003	flu is spreading in city, need to take vaccination immediately	Emergency	Health	Emergency	Health	E_Health			1
3005	you have infection,please go for tests and get the reports now	Emergency	Health	Emergency	Health	E_Health			1
3006	Consult the doctor immediately	Emergency	Health	Emergency	Health	E_Health			1
3007	situation will become more critical, goto hospital immediately	Emergency	Health	Emergency	Health	E_Health			1
3008	Need to call doctor now or your health will deteriorate	Emergency	Health	Emergency	Health	E_Health			1
3010	He is done with all the tests, need to go to doctor now	Emergency	Health	Emergency	Health	E_Health			1
3011	One of your friend met with an accident, I got your number from his phone, please come to abcd hospital	Emergency	Health	Emergency	Health	E_Health			1
3012	Your dental appointment with Dr P. Delvour has overdue by 2 hours, please come to hospital immediately	Emergency	Health	Emergency	Health	E_Health			1
3013	He had heart stroke, we've joined him in hospital. treatment is going on.	Emergency	Health	Emergency	Health	E_Health			1
3014	I forgot to lock my room,please go and lock it	Emergency	Personal	Emergency	Personal	E_Personal			1
3016	I'm strucked in traffic, please convey this message to my mother. It's urgent	Emergency	Personal	Emergency	Personal	E_Personal			1
3017	Need to discuss something. You need to come to my home immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3018	I want that File immediately, it will be there in cupboard, please go get it now	Emergency	Personal	Emergency	Personal	E_Personal			1
3020	Finish this task immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3023	Transfer 1000rs to my account immediately, it's an emergency	Emergency	Personal	Emergency	Personal	E_Personal			1
3024	I need your help now, someone stole my wallet	Emergency	Personal	Emergency	Personal	E_Personal			1
3025	I forgot my wallet in your room, please get it	Emergency	Personal	Emergency	Personal	E_Personal			1
3026	Send his contact number immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3030	Come to park immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3031	Recharge the data card now, it's urgent I have get work done now	Emergency	Personal	Emergency	Personal	E_Personal			1
3032	Please ask siva to come to me immediately, we need to discuss something	Emergency	Personal	Emergency	Personal	E_Personal			1
3033	I've forgot the book in my room, give it to kumar, it's urgent	Emergency	Personal	Emergency	Personal	E_Personal			1
3034	home keys are with me, please inform to my brother  now else he'll be waiting over there	Emergency	Personal	Emergency	Personal	E_Personal			1
3035	Don’t forget to bring my spectacles while coming to office, It is very difficult to manage without them	Emergency	Personal	Emergency	Personal	E_Personal			1
3036	Please come soon, I'm waiting here from past 1 hour, I need to meet you	Emergency	Personal	Emergency	Personal	E_Personal			1
3037	Can you please come here now? It's an emergency	Emergency	Personal	Emergency	Personal	E_Personal			1
3039	I missed my keys somewhere, check at your place	Emergency	Personal	Emergency	Personal	E_Personal			1
3041	I've found your wallet in parking. You need to come and collect it	Emergency	Personal	Emergency	Personal	E_Personal			1
3042	I forgot my phone at your place, please be there I'll come	Emergency	Personal	Emergency	Personal	E_Personal			1
3043	I need your help in my work	Emergency	Personal	Emergency	Personal	E_Personal			1
3044	I've to meet you now	Emergency	Personal	Emergency	Personal	E_Personal			1
3045	Please check this immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3046	Get the file immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3047	john, come immediately. they are waiting for you.	Emergency	Personal	Emergency	Personal	E_Personal			1
3048	Event has started already, come fast	Emergency	Personal	Emergency	Personal	E_Personal			1
3049	No one is there to help, please come	Emergency	Personal	Emergency	Personal	E_Personal			1
3050	office wil be closed by 5 pm, you need  to come now	Emergency	Personal	Emergency	Personal	E_Personal			1
3051	please book the train ticket for evening	Emergency	Personal	Emergency	Personal	E_Personal			1
3052	I need to go home urgently, you come and pick me up	Emergency	Personal	Emergency	Personal	E_Personal			1
3053	get the car ready in 5 minutes	Emergency	Personal	Emergency	Personal	E_Personal			1
3054	Let him know about the test now	Emergency	Personal	Emergency	Personal	E_Personal			1
3055	Your interview is scheduled at 1 pm,prepare for it	Emergency	Personal	Emergency	Personal	E_Personal			1
3056	You can find it at your place ,check now	Emergency	Personal	Emergency	Personal	E_Personal			1
3057	come to my place immediately	Emergency	Personal	Emergency	Personal	E_Personal			1
3058	I lost my mobile somewhere, check in your home	Emergency	Personal	Emergency	Personal	E_Personal			1
3060	Need to go hospital, call back.	Urgent	Call Back	Emergency	Health	E_Health			1
3075	Sister is not well, call doctor urgent.	Urgent	Call Back	Emergency	Health	E_Health			1
3079	Geeta is not well, call doctor urgent.Call me back once your available.	Urgent	Call Back	Emergency	Health	E_Health			1
3082	Suma is not well, call doctor urgent.Call me back once your available.	Urgent	Call Back	Emergency	Health	E_Health			1
3086	Kirti is not well, call doctor urgent.Call me back once your available.	Urgent	Call Back	Emergency	Health	E_Health			1
3093	My health is not good, need to go to doctor call me once free.	Urgent	Call Back	Emergency	Health	E_Health			1
3094	My uncle is serious, please call once free.	Urgent	Call Back	Emergency	Health	E_Health			1
3096	Need O+ blood urgent, please call back ASAP.	Urgent	Call Back	Emergency	Health	E_Health			1
3101	Gouri met with an accident, take her hospital urgently. Call me back once your available.	Urgent	Call Back	Emergency	Health	E_health			1
3102	Which medicine to give to dad, please call back urgently.	Urgent	Call Back	Emergency	Health	E_health			1
3103	Shubham met with an accident, take her hospital urgently.Call me back once your available.	Urgent	Call Back	Emergency	Health	E_health			1
3109	I am not well. Take me to hospital	Emergency	Health	Emergency	Health	E_Health			1
3110	Your appointment for apolloCradle has been booked for 10:00a.m. . Ensure that you reach at time	Emergency	Health	Emergency	Health	E_Health			1
3111	Gyanecologist Miss. Sunidha has rescheduled your appointment on Sunday betwwen 8:00- a.m. 9:00a.m. .	Emergency	Health	Emergency	Health	E_Health			1
3112	Dear Patient, Please ensure that you have not taken breakfast. It is mandatory for your sugar test	Emergency	Health	Emergency	Health	E_Health			1
3113	I a very sick. Need to rest. Please don’t call me	Emergency	Health	Emergency	Health	E_Health			1
3114	I am having stomach pain. Please help me reach hospital	Emergency	Health	Emergency	Health	E_Health			1
3115	Life is at risk	Emergency	Health	Emergency	Health	E_Health			1
3116	Someone is injured at Indira Road, Delhi	Emergency	Health	Emergency	Health	E_Health			1
3117	Someone is  threatened at Bandara, Mumbai	Emergency	Police	Emergency	Police	E_Police			1
3118	There is a fire and people are trapped. Someone help	Emergency	Fire	Emergency	Fire	E_Fire			1
3119	People trapped by terrorists. Need immediate assistance	Emergency	Police	Emergency	Police	E_Police			1
3120	Crime is happening now at Bandara road, Mumbai	Emergency	Police	Emergency	Police	E_Police			1
3121	Need an ambulance urgently.	Emergency	Health	Emergency	Health	E_Health			1
3122	Someone is in trouble at Kp, Delhi	Emergency	Police	Emergency	Police	E_Police			1
3123	Child missing while playing nearby the sea. Need police	Emergency	Police	Emergency	Police	E_Police			1
3124	Someone is in trouble on the cliffs	Emergency	Police	Emergency	Police	E_Police			1
3125	Someone is in trouble on the shoreline	Emergency	Police	Emergency	Police	E_Police			1
3126	Person committing crime is near	Emergency	Police	Emergency	Police	E_Police			1
3127	People are in trouble at Bandara road, Mumbai	Emergency	Police	Emergency	Police	E_Police			1
3128	Terrorism attack at school	Emergency	Police	Emergency	Police	E_Police			1
3129	Amulance required at Kadubessanhalli due to a severe accident	Emergency	Health	Emergency	Health	E_Health			1
3130	Women injured at Holigate, Mathura	Emergency	Health	Emergency	Health	E_Health			1
3131	Theif at home in JayaNagar	Emergency	Police	Emergency	Police	E_Police			1
3132	Car Accident at Sarojini Nagar, Delhi. Need ambulance	Emergency	Health	Emergency	Health	E_Health			1
3133	Urgent requirement for B+ blood, at Apollo Kormangla	Emergency	Health	Emergency	Health	E_Health			1
3134	Urgent requirement for O- blood, at Aims , Delhi	Emergency	Health	Emergency	Health	E_Health			1
3135	Fire at Shiksha Bharti Girls School. Inform the fire engine	Emergency	Fire	Emergency	Fire	E_Fire			1
3136	Need help. Seriously Injured.	Emergency	Health	Emergency	Health	E_Health			1
3137	Women attacked by goons at Sarojini, delhi	Emergency	Police	Emergency	Police	E_Police			1
3138	Women injured at Sarojini, Delhi	Emergency	Health	Emergency	Health	E_Health			1
3139	A man got stabbed by bikers at Jayanagar	Emergency	Police	Emergency	Police	E_Police			1
3140	Mom is sick. Please help me take her to hospital. Come home immediately	Emergency	Health	Emergency	Health	E_Health			1
3141	Lost my wallet.	Emergency	Personal	Emergency	Personal	E_Personal			1
3142	Fire at neighbour's house	Emergency	Fire	Emergency	Fire	E_Fire			1
3143	Fire at TinFactory	Emergency	Fire	Emergency	Fire	E_Fire			1
3144	Fire at Cessna Business Park	Emergency	Fire	Emergency	Fire	E_Fire			1
3145	Severe headache!!!. Please help me reach hospital	Emergency	Health	Emergency	Health	E_Health			1
3146	Lost my debitcard. Please help me	Emergency	Personal	Emergency	Personal	E_Personal			1
3147	In need of help. Please call back as soon as you get free	Emergency	Personal	Emergency	Personal	E_Personal			1
3148	Family member injured. Need an ambulance	Emergency	Health	Emergency	Health	E_Health			1
3149	School Bus accident at NH1. Immediate need of assistance	Emergency	Health	Emergency	Health	E_Health			1
3150	Theif at house. Call police	Emergency	Police	Emergency	Police	E_Police			1
3151	I am not well. Come home immediately	Emergency	Health	Emergency	Health	E_Health			1
3152	Bring Dolo650 or Wymox while you rteurn. I have fever	Emergency	Health	Emergency	Health	E_Health			1
3153	Your appointment for apolloCradle has been postponed for 10:00a.m. . Ensure that you reach at time	Emergency	Health	Emergency	Health	E_Health			1
3154	I am feeling depressed. Come home asap	Emergency	Personal	Emergency	Personal	E_Personal			1
3156	Trouble at neighbour's place. Call police	Emergency	Police	Emergency	Police	E_Police			1
3157	Bring grocery while coming. Guests at home.	Emergency	Personal	Emergency	Personal	E_Personal			1
3158	Strange sounds from neighbour's house	Emergency	Police	Emergency	Police	E_Police			1
3166	Please call soon Dr. Prabha. Emergency at hospital for heart patient	Emergency	Health	Emergency	Health	E_Health			1
3167	Urgent need of kidney donors. Save a life	Emergency	Health	Emergency	Health	E_Health			1
3168	Health checkup rescheduled at 3:00p.m. Ensure that you reach on time	Emergency	Health	Emergency	Health	E_Health			1
3169	Wife not well. Cannot reach office. Going to hospital	Emergency	Personal	Emergency	Personal	E_Personal			1
3170	Family member not well. Cannot reach office. Going to hospital	Emergency	Personal	Emergency	Personal	E_Personal			1
3171	Cannot pick you today . Will be late from office. Go home by bus	Emergency	Personal	Emergency	Personal	E_Personal			1
3172	Fire at the mall. Call the fire department. Start the evacuation process	Emergency	Fire	Emergency	Fire	E_Fire			1
3176	Cant take this attitude of yours any more. You are sick and in immediate need of a doctor	Emergency	Health	Emergency	Health	E_Health			1
3177	Eve teasing on guama street	Emergency	Police	Emergency	Police	E_Police			1
3178	Crowd gathered in section 144 because of an accident	Emergency	Police	Emergency	Police	E_Police			1
3179	People damaging public transport at guamo street	Emergency	Police	Emergency	Police	E_Police			1
3180	Buiding collapsed	Emergency	Police	Emergency	Police	E_Police			1
3181	Threat to property. Local rowdies creating trouble	Emergency	Police	Emergency	Police	E_Police			1
3182	Missing child seen begging	Emergency	Police	Emergency	Police	E_Police			1
3183	Dead body found at the banks of river	Emergency	Police	Emergency	Police	E_Police			1
3184	Skeleton found at river banks	Emergency	Police	Emergency	Police	E_Police			1
3185	Friend abducted	Emergency	Police	Emergency	Police	E_Police			1
3186	Friend committed suicide	Emergency	Police	Emergency	Police	E_Police			1
3187	Suicide note found at my place	Emergency	Police	Emergency	Police	E_Police			1
3188	Child abducted by caretaker	Emergency	Police	Emergency	Police	E_Police			1
3189	Man shooted his daughter at 377 baker street	Emergency	Police	Emergency	Police	E_Police			1
